class,XX1_1,YY1_1,XX2_1,YY2_1,SIZE_1,DIAG_1,XX1_2,YY1_2,XX2_2,YY2_2,SIZE_2,DIAG_2,XX3_1,YY1_3,XX2_3,YY2_3,SIZE_3,DIAG_3,XX1_4,YY1_4,XX2_4,YY2_4,SIZE_4,DIAG_4,XX1_5,YY1_5,XX2_5,YY2_5,SIZE_5,DIAG_5
2,13,0,6,4,8.06,29.07,6,4,0,8,7.21,29.07,0,8,0,17,9.00,29.07,0,17,6,21,7.21,29.07,6,21,13,26,8.60,29.07
9,0,0,0,32,32.00,43.32,0,32,0,41,9.00,43.32,0,41,14,32,16.64,43.32,14,32,14,21,11.00,43.32,14,21,0,10,17.80,43.32
1,0,0,0,12,12.00,33.62,11,0,13,15,15.13,33.62,0,12,13,15,13.34,33.62,0,12,6,31,19.92,33.62,13,15,6,31,17.46,33.62
4,0,0,0,19,19.00,55.57,0,19,2,44,25.08,55.57,0,19,27,21,27.07,55.57,2,44,27,46,25.08,55.57,0,0,28,-2,28.07,55.57
9,0,0,0,27,27.00,46.17,0,27,2,44,17.12,46.17,2,44,14,34,15.62,46.17,14,34,14,23,11.00,46.17,14,23,0,12,17.80,46.17
4,0,0,0,8,8.00,27.02,0,8,2,21,13.15,27.02,0,8,17,10,17.12,27.02,2,21,13,19,11.18,27.02,0,0,7,1,7.07,27.02
7,0,0,0,12,12.00,33.12,16,0,16,12,12.00,33.12,0,12,16,12,16.00,33.12,0,12,1,29,17.03,33.12,16,12,16,29,17.00,33.12
1,0,0,0,19,19.00,41.77,8,0,8,11,11.00,41.77,0,19,8,11,11.31,41.77,0,19,1,41,22.02,41.77,8,11,1,41,30.81,41.77
4,0,0,0,21,21.00,37.54,0,21,0,27,6.00,37.54,0,21,21,22,21.02,37.54,0,27,23,28,23.02,37.54,0,0,25,0,25.00,37.54
2,14,0,7,5,8.60,31.30,7,5,0,10,8.60,31.30,0,10,0,19,9.00,31.30,0,19,7,24,8.60,31.30,7,24,14,28,8.06,31.30
2,18,0,9,6,10.82,40.25,9,6,0,12,10.82,40.25,0,12,0,24,12.00,40.25,0,24,9,30,10.82,40.25,9,30,18,36,10.82,40.25
7,0,0,0,20,20.00,40.85,15,0,15,20,20.00,40.85,0,20,15,20,15.00,40.85,0,20,2,38,18.11,40.85,15,20,15,36,16.00,40.85
9,0,0,0,27,27.00,44.92,0,27,0,43,16.00,44.92,0,43,13,37,14.32,44.92,13,37,13,28,9.00,44.92,13,28,0,19,15.81,44.92
6,21,0,0,17,27.02,54.23,0,17,0,34,17.00,54.23,0,34,21,50,26.40,54.23,21,0,21,6,6.00,54.23,21,6,18,6,3.00,54.23
4,0,0,0,18,18.00,43.28,0,18,0,31,13.00,43.28,0,18,24,20,24.08,43.28,0,31,28,33,28.07,43.28,0,0,6,0,6.00,43.28
4,0,0,0,11,11.00,28.43,0,11,0,20,9.00,28.43,0,11,15,10,15.03,28.43,0,20,18,22,18.11,28.43,0,0,6,1,6.08,28.43
1,0,0,0,21,21.00,49.93,25,0,27,12,12.17,49.93,0,21,27,12,28.46,49.93,0,21,0,42,21.00,49.93,27,12,0,42,40.36,49.93
2,18,0,2,6,17.09,40.25,2,6,0,12,6.32,40.25,0,12,0,24,12.00,40.25,0,24,2,30,6.32,40.25,2,30,18,36,17.09,40.25
3,0,0,1,20,20.02,23.32,1,20,9,15,9.43,23.32,9,15,12,10,5.83,23.32,12,10,9,5,5.83,23.32,9,5,0,0,10.30,23.32
7,0,0,0,22,22.00,35.90,8,0,8,7,7.00,35.90,0,22,8,7,17.00,35.90,0,22,0,35,13.00,35.90,8,7,7,16,9.06,35.90
2,20,0,13,4,8.06,31.24,13,4,0,8,13.60,31.24,0,8,0,16,8.00,31.24,0,16,13,20,13.60,31.24,13,20,20,24,8.06,31.24
4,0,0,0,6,6.00,34.48,0,6,2,30,24.08,34.48,0,6,9,8,9.22,34.48,2,30,13,30,11.00,34.48,0,0,17,1,17.03,34.48
4,0,0,0,21,21.00,44.65,0,21,0,37,16.00,44.65,0,21,16,22,16.03,44.65,0,37,25,37,25.00,44.65,0,0,23,0,23.00,44.65
2,26,0,16,7,12.21,47.71,16,7,0,14,17.46,47.71,0,14,0,27,13.00,47.71,0,27,16,34,17.46,47.71,16,34,26,40,11.66,47.71
3,0,0,0,25,25.00,28.65,0,25,10,18,12.21,28.65,10,18,14,12,7.21,28.65,14,12,10,6,7.21,28.65,10,6,0,0,11.66,28.65
9,0,0,0,35,35.00,46.24,0,35,1,43,8.06,46.24,1,43,17,36,17.46,46.24,17,36,17,26,10.00,46.24,17,26,0,16,19.72,46.24
2,33,0,5,6,28.64,48.84,5,6,0,12,7.81,48.84,0,12,0,24,12.00,48.84,0,24,5,30,7.81,48.84,5,30,33,36,28.64,48.84
7,0,0,0,11,11.00,36.25,15,0,15,14,14.00,36.25,0,11,15,14,15.30,36.25,0,11,2,33,22.09,36.25,15,14,13,21,7.28,36.25
7,0,0,0,17,17.00,28.18,11,0,12,7,7.07,28.18,0,17,12,7,15.62,28.18,0,17,1,25,8.06,28.18,12,7,13,13,6.08,28.18
7,0,0,0,24,24.00,41.63,15,0,15,14,14.00,41.63,0,24,15,14,18.03,41.63,0,24,2,35,11.18,41.63,15,14,17,38,24.08,41.63
4,0,0,0,14,14.00,35.47,0,14,2,25,11.18,35.47,0,14,15,12,15.13,35.47,2,25,10,27,8.25,35.47,0,0,23,2,23.09,35.47
3,0,0,1,25,25.02,27.73,1,25,10,18,11.40,27.73,10,18,12,12,6.32,27.73,12,12,10,6,6.32,27.73,10,6,0,0,11.66,27.73
3,0,0,0,35,35.00,44.20,0,35,24,27,25.30,44.20,24,27,27,18,9.49,44.20,27,18,24,9,9.49,44.20,24,9,0,0,25.63,44.20
6,10,0,0,7,12.21,24.17,0,7,0,14,7.00,24.17,0,14,10,22,12.81,24.17,10,0,10,7,7.00,24.17,10,7,7,7,3.00,24.17
1,0,0,0,7,7.00,23.60,14,0,14,10,10.00,23.60,0,7,14,10,14.32,23.60,0,7,8,19,14.42,23.60,14,10,8,19,10.82,23.60
3,0,0,2,32,32.06,35.78,2,32,14,24,14.42,35.78,14,24,16,16,8.25,35.78,16,16,14,8,8.25,35.78,14,8,0,0,16.12,35.78
7,0,0,0,21,21.00,43.42,10,0,10,12,12.00,43.42,0,21,10,12,13.45,43.42,0,21,1,42,21.02,43.42,10,12,11,18,6.08,43.42
7,0,0,0,17,17.00,32.25,15,0,16,9,9.06,32.25,0,17,16,9,17.89,32.25,0,17,0,28,11.00,32.25,16,9,14,27,18.11,32.25
3,0,0,2,35,35.06,42.44,2,35,16,27,16.12,42.44,16,27,24,18,12.04,42.44,24,18,16,9,12.04,42.44,16,9,0,0,18.36,42.44
4,0,0,0,15,15.00,25.63,0,15,1,22,7.07,25.63,0,15,7,14,7.07,25.63,1,22,8,21,7.07,25.63,0,0,9,-2,9.22,25.63
4,0,0,0,13,13.00,26.17,0,13,1,19,6.08,26.17,0,13,9,14,9.06,26.17,1,19,18,19,17.00,26.17,0,0,8,0,8.00,26.17
7,0,0,0,22,22.00,34.48,14,0,15,9,9.06,34.48,0,22,15,9,19.85,34.48,0,22,0,30,8.00,34.48,15,9,17,23,14.14,34.48
4,0,0,0,23,23.00,57.49,0,23,2,44,21.10,57.49,0,23,14,23,14.00,57.49,2,44,37,42,35.06,57.49,0,0,34,0,34.00,57.49
6,17,0,0,13,21.40,42.05,0,13,0,26,13.00,42.05,0,26,17,38,20.81,42.05,17,0,17,7,7.00,42.05,18,7,12,7,6.00,42.05
1,0,0,0,16,16.00,26.93,6,0,7,15,15.03,26.93,0,16,7,15,7.07,26.93,0,16,2,26,10.20,26.93,7,15,2,26,12.08,26.93
4,0,0,0,24,24.00,55.23,0,24,0,41,17.00,55.23,0,24,37,25,37.01,55.23,0,41,14,41,14.00,55.23,0,0,37,1,37.01,55.23
3,0,0,0,21,21.00,26.40,0,21,9,15,10.82,26.40,9,15,16,10,8.60,26.40,16,10,9,5,8.60,26.40,9,5,0,0,10.30,26.40
7,0,0,0,24,24.00,48.10,15,0,17,23,23.09,48.10,0,24,17,23,17.03,48.10,0,24,1,45,21.02,48.10,17,23,15,38,15.13,48.10
7,0,0,0,7,7.00,32.57,7,0,8,9,9.06,32.57,0,7,8,9,8.25,32.57,0,7,1,23,16.03,32.57,8,9,10,31,22.09,32.57
4,0,0,0,24,24.00,62.37,0,24,2,47,23.09,62.37,0,24,11,25,11.05,62.37,2,47,41,46,39.01,62.37,0,0,6,0,6.00,62.37
6,28,0,0,11,30.08,43.86,0,11,0,22,11.00,43.86,0,22,28,32,29.73,43.86,28,0,28,9,9.00,43.86,30,9,25,9,5.00,43.86
6,5,0,0,4,6.40,13.89,0,4,0,8,4.00,13.89,0,8,5,12,6.40,13.89,5,0,5,6,6.00,13.89,7,6,2,6,5.00,13.89
2,30,0,19,5,12.08,43.86,19,5,0,10,19.65,43.86,0,10,0,21,11.00,43.86,0,21,19,26,19.65,43.86,19,26,30,32,12.53,43.86
9,0,0,0,26,26.00,44.29,0,26,0,39,13.00,44.29,0,39,21,30,22.85,44.29,21,30,21,20,10.00,44.29,21,20,0,10,23.26,44.29
2,14,0,7,5,8.60,31.30,7,5,0,10,8.60,31.30,0,10,0,19,9.00,31.30,0,19,7,24,8.60,31.30,7,24,14,28,8.06,31.30
7,0,0,0,15,15.00,46.10,19,0,19,18,18.00,46.10,0,15,19,18,19.24,46.10,0,15,1,27,12.04,46.10,19,18,17,42,24.08,46.10
9,0,0,0,23,23.00,35.44,0,23,0,34,11.00,35.44,0,34,10,28,11.66,35.44,10,28,10,19,9.00,35.44,10,19,0,10,13.45,35.44
7,0,0,0,15,15.00,35.34,13,0,14,14,14.04,35.34,0,15,14,14,14.04,35.34,0,15,2,26,11.18,35.34,14,14,15,32,18.03,35.34
9,0,0,0,39,39.00,70.68,0,39,2,64,25.08,70.68,2,64,30,55,29.41,70.68,30,55,30,44,11.00,70.68,30,44,0,33,31.95,70.68
7,0,0,0,23,23.00,44.92,13,0,13,24,24.00,44.92,0,23,13,24,13.04,44.92,0,23,2,35,12.17,44.92,13,24,13,43,19.00,44.92
7,0,0,0,20,20.00,44.28,18,0,18,24,24.00,44.28,0,20,18,24,18.44,44.28,0,20,1,29,9.06,44.28,18,24,19,40,16.03,44.28
6,24,0,0,15,28.30,51.62,0,15,0,30,15.00,51.62,0,30,24,44,27.78,51.62,24,0,26,11,11.18,51.62,27,11,22,11,5.00,51.62
4,0,0,0,18,18.00,43.60,0,18,2,35,17.12,43.60,0,18,26,19,26.02,43.60,2,35,20,35,18.00,43.60,0,0,21,1,21.02,43.60
2,14,0,7,5,8.60,31.30,7,5,0,10,8.60,31.30,0,10,0,19,9.00,31.30,0,19,7,24,8.60,31.30,7,24,14,28,8.06,31.30
9,0,0,0,34,34.00,50.77,0,34,2,43,9.22,50.77,2,43,27,32,27.31,50.77,27,32,27,19,13.00,50.77,27,19,0,6,29.97,50.77
1,0,0,0,25,25.00,36.40,11,0,13,22,22.09,36.40,0,25,13,22,13.34,36.40,0,25,10,34,13.45,36.40,13,22,10,34,12.37,36.40
1,0,0,0,14,14.00,35.90,8,0,8,14,14.00,35.90,0,14,8,14,8.00,35.90,0,14,4,35,21.38,35.90,8,14,4,35,21.38,35.90
2,14,0,6,5,9.43,31.30,6,5,0,10,7.81,31.30,0,10,0,19,9.00,31.30,0,19,6,24,7.81,31.30,6,24,14,28,8.94,31.30
4,0,0,0,7,7.00,24.08,0,7,1,18,11.05,24.08,0,7,10,5,10.20,24.08,1,18,16,16,15.13,24.08,0,0,13,1,13.04,24.08
2,26,0,18,5,9.43,41.23,18,5,0,10,18.68,41.23,0,10,0,21,11.00,41.23,0,21,18,26,18.68,41.23,18,26,26,32,10.00,41.23
7,0,0,0,15,15.00,29.15,9,0,9,10,10.00,29.15,0,15,9,10,10.30,29.15,0,15,0,24,9.00,29.15,9,10,11,27,17.12,29.15
2,31,0,16,5,15.81,44.55,16,5,0,10,16.76,44.55,0,10,0,21,11.00,44.55,0,21,16,26,16.76,44.55,16,26,31,32,16.16,44.55
9,0,0,0,26,26.00,42.58,0,26,2,42,16.12,42.58,2,42,7,37,7.07,42.58,7,37,7,31,6.00,42.58,7,31,0,25,9.22,42.58
4,0,0,0,16,16.00,27.80,0,16,2,22,6.32,27.80,0,16,15,15,15.03,27.80,2,22,17,20,15.13,27.80,0,0,12,1,12.04,27.80
4,0,0,0,24,24.00,69.35,0,24,1,48,24.02,69.35,0,24,27,23,27.02,69.35,1,48,34,49,33.02,69.35,0,0,47,-2,47.04,69.35
7,0,0,0,22,22.00,46.62,25,0,27,23,23.09,46.62,0,22,27,23,27.02,46.62,0,22,0,31,9.00,46.62,27,23,27,38,15.00,46.62
6,24,0,0,11,26.40,42.20,0,11,0,22,11.00,42.20,0,22,24,34,26.83,42.20,24,0,25,6,6.08,42.20,25,6,22,6,3.00,42.20
4,0,0,0,13,13.00,25.00,0,13,2,20,7.28,25.00,0,13,15,13,15.00,25.00,2,20,12,20,10.00,25.00,0,0,10,1,10.05,25.00
9,0,0,0,32,32.00,41.98,0,32,0,41,9.00,41.98,0,41,9,37,9.85,41.98,9,37,9,31,6.00,41.98,9,31,0,25,10.82,41.98
4,0,0,0,19,19.00,41.59,0,19,1,37,18.03,41.59,0,19,19,20,19.03,41.59,1,37,7,36,6.08,41.59,0,0,15,0,15.00,41.59
4,0,0,0,21,21.00,57.38,0,21,2,42,21.10,57.38,0,21,38,22,38.01,57.38,2,42,31,41,29.02,57.38,0,0,20,-1,20.02,57.38
2,20,0,4,4,16.49,31.24,4,4,0,8,5.66,31.24,0,8,0,16,8.00,31.24,0,16,4,20,5.66,31.24,4,20,20,24,16.49,31.24
1,0,0,0,7,7.00,23.60,13,0,14,10,10.05,23.60,0,7,14,10,14.32,23.60,0,7,6,19,13.42,23.60,14,10,6,19,12.04,23.60
7,0,0,0,11,11.00,36.88,24,0,24,9,9.00,36.88,0,11,24,9,24.08,36.88,0,11,2,28,17.12,36.88,24,9,24,24,15.00,36.88
6,43,0,0,15,45.54,64.35,0,15,0,30,15.00,64.35,0,30,43,46,45.88,64.35,43,0,43,8,8.00,64.35,45,8,38,8,7.00,64.35
4,0,0,0,7,7.00,43.93,0,7,2,31,24.08,43.93,0,7,29,9,29.07,43.93,2,31,20,31,18.00,43.93,0,0,19,-2,19.10,43.93
1,0,0,0,22,22.00,50.12,22,0,24,17,17.12,50.12,0,22,24,17,24.52,50.12,0,22,2,44,22.09,50.12,24,17,2,44,34.83,50.12
7,0,0,0,19,19.00,32.56,6,0,6,13,13.00,32.56,0,19,6,13,8.49,32.56,0,19,1,32,13.04,32.56,6,13,6,28,15.00,32.56
9,0,0,0,39,39.00,54.92,0,39,1,46,7.07,54.92,1,46,30,37,30.36,54.92,30,37,30,26,11.00,54.92,30,26,0,15,31.95,54.92
3,0,0,0,31,31.00,39.20,0,31,14,24,15.65,39.20,14,24,24,16,12.81,39.20,24,16,14,8,12.81,39.20,14,8,0,0,16.12,39.20
7,0,0,0,21,21.00,40.85,13,0,15,12,12.17,40.85,0,21,15,12,17.49,40.85,0,21,0,38,17.00,40.85,15,12,15,34,22.00,40.85
2,25,0,16,6,10.82,43.83,16,6,0,12,17.09,43.83,0,12,0,24,12.00,43.83,0,24,16,30,17.09,43.83,16,30,25,36,10.82,43.83
7,0,0,0,21,21.00,46.53,22,0,22,11,11.00,46.53,0,21,22,11,24.17,46.53,0,21,1,41,20.02,46.53,22,11,20,19,8.25,46.53
2,13,0,1,4,12.65,29.07,1,4,0,8,4.12,29.07,0,8,0,17,9.00,29.07,0,17,1,21,4.12,29.07,1,21,13,26,13.00,29.07
4,0,0,0,8,8.00,34.67,0,8,0,28,20.00,34.67,0,8,19,6,19.10,34.67,0,28,7,28,7.00,34.67,0,0,19,-1,19.03,34.67
6,12,0,0,9,15.00,31.76,0,9,0,18,9.00,31.76,0,18,12,28,15.62,31.76,12,0,14,8,8.25,31.76,15,8,11,8,4.00,31.76
4,0,0,0,22,22.00,55.17,0,22,2,39,17.12,55.17,0,22,8,23,8.06,55.17,2,39,38,40,36.01,55.17,0,0,9,1,9.06,55.17
2,18,0,9,6,10.82,40.25,9,6,0,12,10.82,40.25,0,12,0,24,12.00,40.25,0,24,9,30,10.82,40.25,9,30,18,36,10.82,40.25
2,17,0,4,6,14.32,38.01,4,6,0,12,7.21,38.01,0,12,0,23,11.00,38.01,0,23,4,29,7.21,38.01,4,29,17,34,13.93,38.01
9,0,0,0,27,27.00,59.82,0,27,1,47,20.02,59.82,1,47,37,36,37.64,59.82,37,36,37,22,14.00,59.82,37,22,0,8,39.56,59.82
7,0,0,0,15,15.00,35.23,17,0,19,17,17.12,35.23,0,15,19,17,19.10,35.23,0,15,1,29,14.04,35.23,19,17,20,28,11.05,35.23
4,0,0,0,7,7.00,22.67,0,7,0,17,10.00,22.67,0,7,8,7,8.00,22.67,0,17,9,15,9.22,22.67,0,0,15,0,15.00,22.67
7,0,0,0,12,12.00,41.87,23,0,25,10,10.20,41.87,0,12,25,10,25.08,41.87,0,12,0,25,13.00,41.87,25,10,27,32,22.09,41.87
7,0,0,0,15,15.00,35.38,23,0,24,13,13.04,35.38,0,15,24,13,24.08,35.38,0,15,2,26,11.18,35.38,24,13,24,22,9.00,35.38
4,0,0,0,21,21.00,44.60,0,21,1,31,10.05,44.60,0,21,8,21,8.00,44.60,1,31,14,31,13.00,44.60,0,0,30,-2,30.07,44.60
4,0,0,0,24,24.00,45.34,0,24,2,31,7.28,45.34,0,24,30,23,30.02,45.34,2,31,18,33,16.12,45.34,0,0,6,-1,6.08,45.34
7,0,0,0,25,25.00,43.27,24,0,24,21,21.00,43.27,0,25,24,21,24.33,43.27,0,25,2,32,7.28,43.27,24,21,24,36,15.00,43.27
7,0,0,0,21,21.00,35.74,10,0,10,7,7.00,35.74,0,21,10,7,17.20,35.74,0,21,0,34,13.00,35.74,10,7,11,27,20.02,35.74
7,0,0,0,18,18.00,35.61,20,0,20,9,9.00,35.61,0,18,20,9,21.93,35.61,0,18,2,28,10.20,35.61,20,9,22,27,18.11,35.61
4,0,0,0,11,11.00,31.62,0,11,0,28,17.00,31.62,0,11,10,11,10.00,31.62,0,28,9,28,9.00,31.62,0,0,7,-2,7.28,31.62
1,0,0,0,19,19.00,36.40,20,0,22,9,9.22,36.40,0,19,22,9,24.17,36.40,0,19,14,29,17.20,36.40,22,9,14,29,21.54,36.40
7,0,0,0,15,15.00,25.81,15,0,15,6,6.00,25.81,0,15,15,6,17.49,25.81,0,15,0,21,6.00,25.81,15,6,13,19,13.15,25.81
6,26,0,0,12,28.64,46.23,0,12,0,24,12.00,46.23,0,24,26,36,28.64,46.23,26,0,28,11,11.18,46.23,29,11,24,11,5.00,46.23
9,0,0,0,36,36.00,62.59,0,36,1,61,25.02,62.59,1,61,14,53,15.26,62.59,14,53,14,42,11.00,62.59,14,42,0,31,17.80,62.59
4,0,0,0,12,12.00,30.81,0,12,2,23,11.18,30.81,0,12,18,12,18.00,30.81,2,23,12,24,10.05,30.81,0,0,15,-1,15.03,30.81
4,0,0,0,12,12.00,45.34,0,12,2,33,21.10,45.34,0,12,23,10,23.09,45.34,2,33,30,33,28.00,45.34,0,0,23,-1,23.02,45.34
6,28,0,0,13,30.87,47.80,0,13,0,26,13.00,47.80,0,26,28,38,30.46,47.80,28,0,29,11,11.05,47.80,29,11,24,11,5.00,47.80
7,0,0,0,6,6.00,35.81,19,0,21,10,10.20,35.81,0,6,21,10,21.38,35.81,0,6,2,29,23.09,35.81,21,10,21,20,10.00,35.81
4,0,0,0,23,23.00,47.38,0,23,2,33,10.20,47.38,0,23,26,21,26.08,47.38,2,33,34,32,32.02,47.38,0,0,32,0,32.00,47.38
6,23,0,0,10,25.08,40.36,0,10,0,20,10.00,40.36,0,20,23,30,25.08,40.36,23,0,25,11,11.18,40.36,27,11,21,11,6.00,40.36
3,0,0,0,36,36.00,48.17,0,36,16,27,18.36,48.17,16,27,32,18,18.36,48.17,32,18,16,9,18.36,48.17,16,9,0,0,18.36,48.17
4,0,0,0,10,10.00,26.91,0,10,1,20,10.05,26.91,0,10,18,10,18.00,26.91,1,20,9,20,8.00,26.91,0,0,9,0,9.00,26.91
4,0,0,0,8,8.00,31.40,0,8,0,25,17.00,31.40,0,8,15,7,15.03,31.40,0,25,19,25,19.00,31.40,0,0,9,2,9.22,31.40
1,0,0,0,13,13.00,42.94,19,0,20,16,16.03,42.94,0,13,20,16,20.22,42.94,0,13,13,38,28.18,42.94,20,16,13,38,23.09,42.94
9,0,0,0,27,27.00,35.69,0,27,0,35,8.00,35.69,0,35,7,31,8.06,35.69,7,31,7,25,6.00,35.69,7,25,0,19,9.22,35.69
4,0,0,0,16,16.00,42.45,0,16,0,31,15.00,42.45,0,16,26,16,26.00,42.45,0,31,29,30,29.02,42.45,0,0,9,0,9.00,42.45
2,17,0,1,5,16.76,36.24,1,5,0,10,5.10,36.24,0,10,0,21,11.00,36.24,0,21,1,26,5.10,36.24,1,26,17,32,17.09,36.24
9,0,0,0,36,36.00,64.62,0,36,2,60,24.08,64.62,2,60,24,44,27.20,64.62,24,44,24,26,18.00,64.62,24,26,0,8,30.00,64.62
3,0,0,1,23,23.02,26.93,1,23,10,18,10.30,26.93,10,18,14,12,7.21,26.93,14,12,10,6,7.21,26.93,10,6,0,0,11.66,26.93
3,0,0,1,34,34.01,46.69,1,34,14,24,16.40,46.69,14,24,32,17,19.31,46.69,32,17,14,8,20.12,46.69,14,8,0,0,16.12,46.69
4,0,0,0,18,18.00,41.04,0,18,1,30,12.04,41.04,0,18,9,16,9.22,41.04,1,30,28,29,27.02,41.04,0,0,9,0,9.00,41.04
7,0,0,0,25,25.00,40.16,12,0,13,10,10.05,40.16,0,25,13,10,19.85,40.16,0,25,2,38,13.15,40.16,13,10,12,32,22.02,40.16
7,0,0,0,7,7.00,39.00,12,0,14,11,11.18,39.00,0,7,14,11,14.56,39.00,0,7,2,26,19.10,39.00,14,11,15,36,25.02,39.00
4,0,0,0,15,15.00,48.92,0,15,0,37,22.00,48.92,0,15,32,14,32.02,48.92,0,37,14,36,14.04,48.92,0,0,13,2,13.15,48.92
3,0,0,1,28,28.02,33.84,1,28,17,21,17.46,33.84,17,21,19,14,7.28,33.84,19,14,17,7,7.28,33.84,17,7,0,0,18.38,33.84
7,0,0,0,16,16.00,41.59,19,0,19,14,14.00,41.59,0,16,19,14,19.10,41.59,0,16,0,31,15.00,41.59,19,14,17,37,23.09,41.59
4,0,0,0,23,23.00,41.87,0,23,0,32,9.00,41.87,0,23,16,24,16.03,41.87,0,32,27,32,27.00,41.87,0,0,13,0,13.00,41.87
4,0,0,0,22,22.00,56.73,0,22,1,43,21.02,56.73,0,22,13,24,13.15,56.73,1,43,37,42,36.01,56.73,0,0,26,0,26.00,56.73
4,0,0,0,22,22.00,63.03,0,22,1,45,23.02,63.03,0,22,42,23,42.01,63.03,1,45,33,45,32.00,63.03,0,0,37,-2,37.05,63.03
1,0,0,0,22,22.00,35.47,11,0,13,22,22.09,35.47,0,22,13,22,13.00,35.47,0,22,12,33,16.28,35.47,13,22,12,33,11.05,35.47
2,18,0,2,6,17.09,40.25,2,6,0,12,6.32,40.25,0,12,0,24,12.00,40.25,0,24,2,30,6.32,40.25,2,30,18,36,17.09,40.25
2,13,0,7,4,7.21,29.07,7,4,0,8,8.06,29.07,0,8,0,17,9.00,29.07,0,17,7,21,8.06,29.07,7,21,13,26,7.81,29.07
9,0,0,0,31,31.00,46.62,0,31,1,43,12.04,46.62,1,43,18,32,20.25,46.62,18,32,18,19,13.00,46.62,18,19,0,6,22.20,46.62
3,0,0,2,30,30.07,36.62,2,30,14,24,13.42,36.62,14,24,21,15,11.40,36.62,21,15,14,8,9.90,36.62,14,8,0,0,16.12,36.62
4,0,0,0,9,9.00,46.86,0,9,1,34,25.02,46.86,0,9,30,9,30.00,46.86,1,34,7,32,6.32,46.86,0,0,29,-2,29.07,46.86
2,10,0,5,3,5.83,22.36,5,3,0,6,5.83,22.36,0,6,0,13,7.00,22.36,0,13,5,16,5.83,22.36,5,16,10,20,6.40,22.36
7,0,0,0,6,6.00,33.97,20,0,22,9,9.22,33.97,0,6,22,9,22.20,33.97,0,6,2,25,19.10,33.97,22,9,23,25,16.03,33.97
9,0,0,0,25,25.00,42.64,0,25,0,33,8.00,42.64,0,33,27,26,27.89,42.64,27,26,27,16,10.00,42.64,27,16,0,6,28.79,42.64
3,0,0,2,21,21.10,23.71,2,21,9,15,9.22,23.71,9,15,11,10,5.39,23.71,11,10,9,5,5.39,23.71,9,5,0,0,10.30,23.71
2,16,0,8,5,9.43,35.78,8,5,0,10,9.43,35.78,0,10,0,21,11.00,35.78,0,21,8,26,9.43,35.78,8,26,16,32,10.00,35.78
4,0,0,0,17,17.00,31.14,0,17,2,23,6.32,31.14,0,17,20,17,20.00,31.14,2,23,14,22,12.04,31.14,0,0,21,0,21.00,31.14
4,0,0,0,24,24.00,47.38,0,24,2,33,9.22,47.38,0,24,32,22,32.06,47.38,2,33,34,33,32.00,47.38,0,0,29,1,29.02,47.38
2,16,0,8,5,9.43,35.78,8,5,0,10,9.43,35.78,0,10,0,21,11.00,35.78,0,21,8,26,9.43,35.78,8,26,16,32,10.00,35.78
6,38,0,0,15,40.85,60.96,0,15,0,30,15.00,60.96,0,30,38,46,41.23,60.96,38,0,39,6,6.08,60.96,40,6,36,6,4.00,60.96
1,0,0,0,9,9.00,38.21,25,0,26,7,7.07,38.21,0,9,26,7,26.08,38.21,0,9,19,28,26.87,38.21,26,7,19,28,22.14,38.21
4,0,0,0,17,17.00,33.24,0,17,0,32,15.00,33.24,0,17,9,19,9.22,33.24,0,32,6,32,6.00,33.24,0,0,9,2,9.22,33.24
7,0,0,0,12,12.00,34.18,10,0,10,9,9.00,34.18,0,12,10,9,10.44,34.18,0,12,2,32,20.10,34.18,10,9,12,31,22.09,34.18
7,0,0,0,8,8.00,42.94,18,0,20,13,13.15,42.94,0,8,20,13,20.62,42.94,0,8,2,24,16.12,42.94,20,13,20,38,25.00,42.94
1,0,0,0,21,21.00,41.62,22,0,24,23,23.09,41.62,0,21,24,23,24.08,41.62,0,21,4,34,13.60,41.62,24,23,4,34,22.83,41.62
2,14,0,1,5,13.93,31.30,1,5,0,10,5.10,31.30,0,10,0,19,9.00,31.30,0,19,1,24,5.10,31.30,1,24,14,28,13.60,31.30
7,0,0,0,16,16.00,39.46,6,0,6,11,11.00,39.46,0,16,6,11,7.81,39.46,0,16,0,39,23.00,39.46,6,11,6,25,14.00,39.46
7,0,0,0,18,18.00,45.00,25,0,25,8,8.00,45.00,0,18,25,8,26.93,45.00,0,18,1,36,18.03,45.00,25,8,27,15,7.28,45.00
3,0,0,2,24,24.08,31.24,2,24,10,18,10.00,31.24,10,18,20,12,11.66,31.24,20,12,10,6,11.66,31.24,10,6,0,0,11.66,31.24
1,0,0,0,16,16.00,34.83,20,0,22,7,7.28,34.83,0,16,22,7,23.77,34.83,0,16,20,27,22.83,34.83,22,7,20,27,20.10,34.83
4,0,0,0,25,25.00,52.77,0,25,2,47,22.09,52.77,0,25,21,24,21.02,52.77,2,47,16,47,14.00,52.77,0,0,24,0,24.00,52.77
7,0,0,0,23,23.00,50.77,25,0,26,23,23.02,50.77,0,23,26,23,26.00,50.77,0,23,1,29,6.08,50.77,26,23,27,43,20.02,50.77
2,14,0,4,5,11.18,31.30,4,5,0,10,6.40,31.30,0,10,0,19,9.00,31.30,0,19,4,24,6.40,31.30,4,24,14,28,10.77,31.30
1,0,0,0,10,10.00,31.83,22,0,23,7,7.07,31.83,0,10,23,7,23.19,31.83,0,10,7,22,13.89,31.83,23,7,7,22,21.93,31.83
